id,japanese,reading,french,category,lesson,level,ready
"v1119","うーん。","うーん。","Euh, attendez./Voyons.","expression","22","N5","true"
"v1120","アパート","アパート","appartement","nom/autre","22","N5","true"
"v1121","余暇開発センター","よかかいはつセンター","Centre pour le Développement des Activités de Loisir","nom/autre","22","N5","true"
"v1122","レジャー白書","レジャーはくしょ","livre blanc sur les loisirs","nom/autre","22","N5","true"
"v1123","聞きます","ききます","demander [au professeur]","verbe","23","N5","true"
"v1124","回します","まわします","(faire) tourner","verbe","23","N5","true"
"v1125","引きます","ひきます","tirer","verbe","23","N5","true"
"v1126","変えます","かえます","changer, modifier","verbe","23","N5","true"
"v1127","触ります","さわります","toucher [à la porte]","verbe","23","N5","true"
"v1128","出ます","でます","[la monnaie] être rendue, sortir","verbe","23","N5","true"
"v1129","歩きます","あるきます","marcher","verbe","23","N5","true"
"v1130","渡ります","わたります","traverser [le pont]","verbe","23","N5","true"
"v1131","曲がります","まがります","tourner [à droite]","verbe","23","N5","true"
"v1132","寂しい","さびしい","triste","nom/autre","23","N5","true"
"v1133","湯","ゆ","eau chaude","nom/autre","23","N5","true"
"v1134","音","おと","son, bruit","nom/autre","23","N5","true"
"v1135","サイズ","サイズ","taille, format","nom/autre","23","N5","true"
"v1136","故障","こしょう","panne (～します : tomber en panne)","nom/autre","23","N5","true"
"v1137","道","みち","chemin, rue, route","nom/autre","23","N5","true"
"v1138","交差点","こうさてん","carrefour","nom/autre","23","N5","true"
"v1139","信号","しんごう","feux de circulation","nom/autre","23","N5","true"
"v1140","角","かど","angle, coin, tournant","nom/autre","23","N5","true"
"v1141","橋","はし","pont","nom/autre","23","N5","true"
"v1142","駐車場","ちゅうしゃじょう","parking","nom/autre","23","N5","true"
"v1143","建物","たてもの","bâtiment, immeuble","nom/autre","23","N5","true"
"v1144","何回も","なんかいも","plusieurs fois","nom/autre","23","N5","true"
"v1145","－目","－め","-ème (indiquant l'ordre)","nom/autre","23","N5","true"
"v1146","聖徳太子","しょうとくたいし","Prince Shotoku (574-622)","nom/autre","23","N5","true"
"v1147","法隆寺","ほうりゅうじ","Temple Horyuji, temple bouddhiste situé dans la préfecture de Nara, construit par le Prince Shotoku au début du 7ème siècle.","nom/autre","23","N5","true"
"v1151","動きます","うごきます","[une montre] marcher, fonctionner","verbe","23","N5","true"
"v1152","気を つけます","きを つけます","faire attention [aux voitures]","verbe","23","N5","true"
"v1153","引っ越しします","ひっこしします","déménager","verbe","23","N5","true"
"v1154","電気屋","でんきや","électricien","nom/autre","23","N5","true"
"v1155","～屋","～や","celui que tient un magasin de qch. ou la personne qui y travaille","nom/autre","23","N5","true"
"v1156","機械","きかい","machine","nom/autre","23","N5","true"
"v1157","つまみ","つまみ","bouton","nom/autre","23","N5","true"
"v1158","正月","しょうがつ","Jour de l'An, Nouvel An","nom/autre","23","N5","true"
"v1159","ごちそうさま。","ごちそうさま。","Je me suis régalé, c'était très bon. (formule de politesse dites après avoir mangé ou bu)","expression","23","N5","true"
"v1160","外国人登録証","がいこくじんとうろくしょう","carte d'enregistrement des étrangers, carte d'étranger","nom/autre","23","N5","true"
"v1161","くれます","くれます","(me) donner","verbe","24","N5","true"
"v1162","直します","なおします","réparer, corriger","verbe","24","N5","true"
"v1163","連れて 行きます","つれて いきます","emmener (quelqu'un)","verbe","24","N5","true"
"v1164","連れて 来ます","つれて きます","amener (quelqu'un)","verbe","24","N5","true"
"v1165","送ります","おくります","(r)accompagner [quelqu'un]","verbe","24","N5","true"
"v1166","紹介します","しょうかいします","présenter","verbe","24","N5","true"
"v1167","案内します","あんないします","guider, faire visiter","verbe","24","N5","true"
